Code,Name,ICAO,IATA,PositioningFlightPattern,CharterFlightPattern
MMC,Aermarche,MMC,,,
MMD,Air Alsie,MMD,6I,,.*
MMF,Multinational Multi-Role Tanker Transport Fleet,MMF,,,
MMG,Aereo Ruta Maya,MMG,,,
MML,Hunnu Air,MML,MR,,
MMM,Aviation Company Meridian,MMM,,,
MMO,Malta MedAir,MMO,MM,,
MMP,AMP Incorporated,MMP,,,
MMR,Musrata Air Transport,MMR,,,
MMS,SAAD (A320) Limited,MMS,,,
MMX,Airmax,MMX,,,
MMZ,EuroAtlantic Airways,MMZ,MM,,
MNA,Merpati Nusantara Airlines,MNA,MZ,,
MNB,MNG Airlines,MNB,MB,,
MNC,MIT Airlines,MNC,,,
MNE,Air Montenegro,MNE,,,
MNG,Aero Mongolia,MNG,,,
MNH,Monarch Airlines,MNH,,,
MNI,Aeromilenio,MNI,,,
MNJ,Menajet,MNJ,IM,,
MNL,Miniliner,MNL,,,
MNO,Mango,MNO,JE,,
MNR,Mann Air,MNR,,,
MNS,Medsky Airways,MNS,BM,,
MNT,Montserrat Airways,MNT,5M,,
MNU,Elite Airways,MNU,,,
MNV,Mauritanienne Aerienne Et Navale,MNV,,,
MNX,Manx Airlines,MNX,,,
MNY,Mooney Aircraft Corporation,MNY,,,
MNZ,Murmansk Aircompany,MNZ,,,
MOC,Air Monarch Cargo,MOC,,,
MOH,Tigerfly,MOH,,,
MOP,Aeropublicitaria De Angola,MOP,,,
MOR,Aerolíneas De Morelia,MOR,,,
MOS,Misr Overseas Airways,MOS,,,
MOV,VIM Airlines,MOV,NN,,
MOW,Mowhawk Airlines,MOW,,,
MOZ,Salzburg Jet Aviation,MOZ,,,
MPA,Mid-Pacific Airlines,MPA,,,
MPC,Mountain Pacific Air,MPC,,,
MPD,Air Plus Comet,MPD,A7,,
MPE,Canadian North,MPE,5T,,
MPH,Martinair,MPH,MP,,
MPI,Mosphil Aero,MPI,,,
MPJ,MAP-Management and Planung,MPJ,AQ,,
MPL,Master Planner,MPL,,,
MPO,Transportes Aéreos Amparo,MPO,,,
MPR,Empire Aviation Services,MPR,,,
MPS,Metroplis,MPS,,,
MPT,Miapet-Avia,MPT,,,
MPX,Aeromexpress,MPX,QO,,
MQT,Air ITM,MQT,,,
MRA,Martinaire,MRA,,,
MRD,Meridian Air Cargo,MRD,,,
MRE,Namibia Commercial Aviation,MRE,,,
MRF,Mauritanienne Air Fret,MRF,,,
MRG,MANAG'AIR,MRG,,,
MRH,Marham Flying Training Unit,MRH,,,
MRI,Servicios Aéreos Moritani,MRI,,,
MRJ,Meraj Airlines,MRJ,JI,,
MRK,Markair,MRK,,,
MRL,Aeromorelos,MRL,,,
MRM,Aerocharter,MRM,,,
MRN,Missions Gouvernemtales Francaises,MRN,,,
MRO,Morrison Flying Service,MRO,,,
MRP,Abas,MRP,,,
MRR,San Juan Airlines,MRR,2G,,
MRT,Air Mauritanie,MRT,MR,,
MRW,Mars RK,MRW,6V,,
MRX,Herman's Markair Express,MRX,,,
MRZ,Medical Air Rescue Services,MRZ,,,
MSA,Mistral Air,MSA,7M,,
MSC,Air Cairo,MSC,SM,,
MSF,Minsheng International Jet,MSF,,,.*
MSG,Servico Aéreo Regional,MSG,,,
MSH,US Marshals Service,MSH,,,
MSI,Motor Sich,MSI,M9,,.*
MSJ,SkyJet Airlines,MSJ,M8,,
MSK,Air Sport,MSK,,,
MSL,Marsland Aviation,MSL,M7,,
MSM,Aeromas,MSM,,,
MSN,Milenium Air Servicios Aereos Integrados,MSN,,,
MSO,Aerolíneas Mesoamericanas,MSO,,,
MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,MSP,,,
MSQ,Meta Linhas Aéreas,MSQ,,,
MSR,Egyptair,MSR,MS,,
MSS,Morris Air Service,MSS,,,
MSV,Aero-Kamov,MSV,,,
MSW,Master Airways,MSW,,,
MSX,Egyptair Cargo,MSX,,,
MSY,Massey University School of Aviation,MSY,,,
MTA,GAK/Mitchell Aero,MTA,,,
MTB,Aerotaxis Metropolitanos,MTB,,,
MTC,Mountain Air Company,MTC,N4,,
MTD,MacKnight Airlines,MTD,,,
MTG,Servicios Aéreos MTT,MTG,,,
MTH,Massachusetts Institute of Technology,MTH,,,
MTI,Monerrey Air Taxi,MTI,,,
MTJ,Metrojet,MTJ,,,
MTK,Air Metack,MTK,,,
MTL,RAF-Avia,MTL,,,.*
MTN,Mountain Air Cargo,MTN,,,
MTO,Marathon Airlines,MTO,,,.*
MTP,Island Helicopters,MTP,,,
MTR,Metroflight,MTR,,,
MTS,Mantrust Asahi Airways,MTS,,,
MTV,Mountain Valley Air Service,MTV,,,
MTX,Multi Taxi,MTX,,,
MTY,Air Montegomery,MTY,,,
MTZ,Mali Airways,MTZ,,,
MUA,Murray Air,MUA,,,
MUI,Trans Air,MUI,,,
MUN,Aeromundo Ejecutivo,MUN,,,
MUR,Aerolínea Muri,MUR,,,
MUT,Azimuth,MUT,A4,,
MVA,Mississippi Valley Airways,MVA,,,
MVD,Kavminvodyavia,MVD,KV,,
MVG,Moldova,MVG,,,
MVI,Metro Business Aviation,MVI,,,
MVK,Helicopter Training &amp; Hire,MVK,,,
MVM,Air Cargo America,MVM,,,
MVN,Marvin Limited,MVN,,,
MVR,Maverick Airways,MVR,,,
MVY,VIM-Aviaservice,MVY,,,
MWA,Midwest Airlines (Egypt),MWA,MY,,
MWG,MASwings,MWG,MH,,
MWI,Malawian Airlines,MWI,3W,,
MWR,Raslan Air Service,MWR,,,
MWS,Malta Wings,MWS,,,
MWT,Midwest Aviation Division,MWT,,,
MWY,Mauritanienne Airways,MWY,,,
MXB,Mex Blue,MXB,,,
MXC,Compania Mexicargo,MXC,GJ,,
MXD,Batik Air Malaysia,MXD,OD,,
MXE,Moçambique Expresso,MXE,,,
MXF,Maximum Flight Advantages,MXF,,,
MXL,Maxair,MXL,8M,,
MXM,Maximus Airlines,MXM,6M,,
MXO,Aerotaxi Mexicano,MXO,,,
MXP,May Air Xpress,MXP,,,
MXQ,Transportes Aéreos Mexiquenses,MXQ,,,
MXS,Maxsus-Avia,MXS,,,
MXT,México Transportes Aéreos,MXT,,,
MXU,Maximus Air Cargo,MXU,,,
MXX,Merchant Express Aviation,MXX,,,
MXY,Breeze Airways,MXY,MX,,
MYA,Myflug,MYA,,,
MYD,Maya Island Air,MYD,2M,,
MYI,Mayair,MYI,,,
MYM,MYAirline,MYM,Z9,,
MYO,Dominguez Toledo (Grupo Mayoral),MYO,,,
MYP,Mann Yadanarpon Airlines,MYP,7Y,,
MYS,Aero Yaqui Mayo,MYS,,,
MYU,My Indo Airlines,MYU,2Y,,
MYW,My Way Airlines,MYW,,,
MYX,SmartLynx Airlines Estonia,MYX,,,
MZA,Irtysh Air,MZA,IH,,
MZK,AVC Airlines,MZK,,,
MZL,Aerovías Montes Azules,MZL,,,
MZS,Mahfooz Aviation,MZS,,,
MZT,ZYB Lily Jet,MZT,,,.*
N5,Norfolk Air,,N5,,
N9,North Coast Aviation,,N9,,
NAB,Mina Airline Company,NAB,,,
NAC,Northern Air Cargo,NAC,NC,,
NAD,Seulawah Nad Air,NAD,,,
NAE,Nations Air Express Inc,NAE,,,
NAF,Royal Netherlands Air Force,NAF,,,
NAH,Nahanni Air Services Ltd,NAH,,,
NAI,North Adria Aviation,NAI,,,
NAJ,North American Jet Charter Group,NAJ,,,
NAL,Northway Aviation Ltd,NAL,,,
NAM,Nortland Air Manitoba,NAM,,,
NAO,North American Airlines,NAO,NA,,
NAP,Napier Air Service Inc,NAP,,,
NAR,Air Continental Inc,NAR,,,
NAS,Nasair,NAS,UE,,
NAT,North Atlantic Air Inc,NAT,,,
NAU,Danaus Lineas Aereas,NAU,,,
NAV,Nav Flight Planning,NAV,,,
NAY,Navegación Servicios Aéreos Canarios S.A.,NAY,,,
NAZ,Servicios Aéreos del Nazas S.A. de C.V.,NAZ,,,
NBE,Novosibirsk Aviaenterprise,NBE,,,
NBK,Albarka Air,NBK,F4,,
NBL,Nobil Air,NBL,,,
NBN,North British Airlines,NBN,,,
NBR,Haughey Air,NBR,,,
NBS,Nimbus Aviation,NBS,,,
NBT,Norse Atlantic Airways,NBT,N0,,
NCA,Nippon Cargo Airlines,NCA,KZ,,
NCB,North Caribou Flying Service Ltd,NCB,,,
NCC,North Coast Air Services Ltd,NCC,,,
NCE,Northcoast Executive Airlines,NCE,,,
NCF,Norfolk County Flight College,NCF,,,
NCG,Nederlandse Kustwacht,NCG,,,
NCH,Chanchangi Airlines,NCH,,,
NCL,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,NCL,,,
NCM,Nas Air,NCM,,,
NCN,National Airlines,NCN,N4,,
NCO,Natalco Air Lines,NCO,,,
NCP,Capital Airlines Limited,NCP,,,
NCR,National Airlines,NCR,N8,,.*
NCS,Simpson Air Ltd,NCS,,,
NCT,NokScoot,NCT,XW,,
NDA,Northern Airways,NDA,,,
NDC,FlyNordic,NDC,LF,,
NDF,Namibian Defence Force,NDF,,,
NDS,Nordstree (Australia),NDS,,,
NDU,University of North Dakota,NDU,,,
NEA,New England Airlines,NEA,EJ,,
NEB,State of Nebraska,NEB,,,
NEC,Necon Air,NEC,,,
NEE,Northeast Airlines,NEE,,,
NEF,Nord-Flyg,NEF,,,
NEG,Línea Aérea de Fumig Aguas Negras,NEG,,,
NEL,Aero Servicios de Nuevo Laredo,NEL,,,
NEN,North-East Airlines,NEN,,,
NEP,My Jet Xpress Airlines,NEP,N7,,
NER,Air Newark,NER,,,
NES,Nordeste Linhas Aéreas Regionais,NES,JH,,
NET,Network Aviation Services,NET,,,
NEX,Northern Executive Aviation,NEX,,,
NEZ,New England Air Express,NEZ,,,
NFA,North Flying,NFA,M3,,
NFC,North Atlantic Cargo,NFC,,,
NFF,Aircraft Support and Services,NFF,,,
NFL,Northaire Freight Lines,NFL,,,
NFS,Afrique CArgo Service Senegal,NFS,,,
NFT,Nefteyugansk Aviation Division,NFT,,,
NGA,Nigeria Airways,NGA,,,
NGB,Nordic Global Airlines,NGB,NJ,,
NGC,Angoservice,NGC,,,
NGE,Angel Airlines,NGE,,,
NGF,Angel Flight America,NGF,,,
NGK,Oriental Air Bridge,NGK,OC,,
NGL,Max Air,NGL,VM,,
NGN,LEAV Aviation,NGN,KK,,
NGO,Air-Angol,NGO,,,
NGP,Air Nigeria,NGP,,,
NGR,Nigerian Air Force,NGR,,,
NGT,Armenia Aircompany,NGT,RM,,
NGV,Angoavia,NGV,,,
NGX,Nigerian Global,NGX,,,
NHG,NHT Linhas Aéreas,NHG,,,
NHK,Federal Aviation Administration,NHK,,,
NHL,Northumbria Helicopters,NHL,,,
NHR,Nuevo Horizonte Internacional,NHR,,,
NHT,New Heights 291,NHT,,,
NHX,NHV Helicopters,NHX,,,
NHZ,NHV Helicopters,NHZ,,,
NIA,Nile Air,NIA,NP,,
NIC,Northern Illinois Commuter,NIC,,,
NID,Aeroni,NID,,,
NIE,Aeroejecutiva Nieto,NIE,,,
NIG,Aero Contractors,NIG,AJ,,
NIN,Nurman Avia Indopura,NIN,,,
NIR,Norsk Flytjeneste,NIR,,,
NIS,Nicaragüense de Aviación,NIS,,,
NIT,Midwest Aviation,NIT,,,
NJA,New Japan Aviation,NJA,,,
NJC,Nashville Jet Charters,NJC,,,
NJE,NetJets Europe,NJE,1I,,.*
NJS,National Jet Systems,NJS,NC,,
NJU,Netjets UK,NJU,,,.*
NKF,Barents AirLink,NKF,8N,,
NKL,Nakheel Aviation,NKL,,,
NKS,Spirit Airlines,NKS,NK,,
NKV,Nikolaev-Air,NKV,,,
NKY,Aeromonkey,NKY,,,
NKZ,Aerokuzbass,NKZ,,,
NLA,Neiltown Air,NLA,,,
NLC,Nelair Charters,NLC,,,
NLG,NEL Cargo,NLG,,,
NLK,Elbrus-Avia Air Enterprise,NLK,,,
NLL,Northafrican Air Transport,NLL,,,
NLS,Nationale Luchtvaartschool,NLS,,,
NLT,Newfoundland Labrador Air Transport,NLT,,,
NLV,New Livingston S.p.A,NLV,JN,,
NLW,Nile Wings Aviation Services,NLW,,,
NLY,Niki,NLY,HG,,
NMA,Nesma Airlines,NMA,NE,,
NMD,Nomad Aviation,NMD,,,
NMG,Genghis Khan Airlines,NMG,9D,,
NMI,Pacific Wings,NMI,LW,,
NML,Gambia New Millennium Air,NML,,,
NOA,Norontair,NOA,,,
NOC,Norcopter,NOC,,,
NOF,Fonnafly,NOF,,,
NOH,No. 32 (The Royal) Squadron,NOH,,,
NOJ,NovaJet,NOJ,,,.*
NOK,Nok Air,NOK,DD,,
NOL,National Overseas Airlines Company,NOL,,,
NON,Servicios Aéreos Latinoamericanos,NON,,,
NOR,Norsk Helikopter,NOR,,,
NOS,Neos,NOS,NO,,
NOT,Línea Aérea Costa Norte,NOT,,,
NOV,Nova Airline,NOV,O9,,
NOW,Royal Norwegian Air Force,NOW,,,
NOY,Noy Aviation,NOY,,,
NOZ,Norwegian Air Shuttle,NOZ,DY,^8\d\d\d$,
NPC,Western Air Couriers,NPC,,,
NPL,Air Nepal International,NPL,,,
NPO,Novosibirsk Aviation Production Association,NPO,,,
NPR,Air Napier,NPR,,,
NPT,West Atlantic,NPT,,,
NPX,Northeast Aviation,NPX,,,
NRC,North Sea Airways,NRC,,,
NRD,Nordic Regional,NRD,6N,,
NRE,Aviones Are,NRE,,,
NRG,Ross Aviation,NRG,,,
NRK,Naturelink Charter,NRK,,,
NRL,Nolinor Aviation,NRL,,,
NRN,Royal Netherland Navy,NRN,,,
NRO,Aero Rent JSC,NRO,,,
NRP,Aeronord-Grup,NRP,,,
NRR,Natureair,NRR,,,
NRS,Norwegian Air UK,NRS,DI,,
NRT,Norestair,NRT,,,
NRV,North Vancouver Airlines,NRV,,,
NRW,Polizeifliegerstaffel Nordrhein-Westfalen,NRW,,,
NRX,Norse Air Charter,NRX,,,
NRZ,Servicios Aéreos Monarrez,NRZ,,,
NSA,Nile Safaris Aviation,NSA,,,
NSC,Societe De Transport Aerien De Mauritanie,NSC,,,
NSE,SATENA,NSE,,,
NSF,Northamptonshire School of Flying,NSF,,,
NSJ,Nanshan Jet,NSJ,,,.*
NSK,Air Intersalonika,NSK,,,
NSL,Neric,NSL,,,
NSM,Global Jet Corporation,NSM,,,
NSO,Aerolíneas Sosa,NSO,,,
NSP,Samaritan's Purse,NSP,,.*,
NSR,National Air Charter,NSR,,,
NSS,Northstar Aviation,NSS,,,
NSW,Country Connection Airlines,NSW,,,
NSZ,Norwegian Air Sweden,NSZ,D8,^9\d\d\d$,^8\d\d\d$
NTA,Northern Thunderbird Air,NTA,,,
NTB,Binter Cabo Verde,NTB,3B,,
NTC,Gibson Aviation,NTC,,,
NTD,Aero Norte,NTD,,,
NTE,Interaire,NTE,,,
NTF,OK Business Aircraft,NTF,,,.*
NTG,Servicios Integrales De Aviación,NTG,,,
NTH,Hokkaido Air System,NTH,,,
NTJ,NextJet,NTJ,2N,,
NTK,National Air Traffic Controllers Association,NTK,,,
NTL,Air Anatolia,NTL,,,
NTR,TNT International Aviation,NTR,,,
NTS,Cirrus Air,NTS,,,
NTT,Inter Tropic Airlines,NTT,,,
NTV,Air Inter Ivoire,NTV,,,
NTW,Nationwide Airlines,NTW,CE,,
NTX,Northern Jet Management,NTX,,,
NUL,Aeroservicios De Nuevo Leon,NUL,,,
NUM,Nomad Aviation,NUM,,,.*
NUN,Nunasi-Central Airlines,NUN,,,
NVA,Aeroclub de Albacete,NVA,,,
NVC,NAV CANADA,NVC,,,
NVD,Avion Express,NVD,X9,,
NVG,Novogorod Air Enterprise,NVG,,,
NVI,Avial NV Aviation Company,NVI,,,
NVJ,Fly International Airways,NVJ,,,
NVK,Nizhnevartovskavia,NVK,,,
NVL,Navigator Airlines,NVL,,,
NVM,Naviera Mexicana,NVM,,,
NVP,Navegacao Aérea De Portugal,NVP,,,
NVQ,NOVOAIR,NVQ,VQ,,
NVR,Novair,NVR,N9,,
NVY,Royal Navy,NVY,,,
NWC,North-West Air Company,NWC,0E,,
NWD,New World Jet Corporation,NWD,,,
NWE,Northwest Aero Associates,NWE,,,
NWG,Airwing,NWG,,,
NWK,Network Aviation,NWK,QF,668[0-5],
NWL,North-Wright Airways,NWL,HW,,
NWN,Northwinds Northern,NWN,,,
NWO,Northwood Headquarters (RAF),NWO,,,
NWR,Northwest Regional Airlines,NWR,FY,,
NWS,Nordwind,NWS,N4,,
NWT,Northwest Territorial Airways,NWT,,,
NWW,North West Airlines,NWW,,,
NWZ,Nationwide Airlines (Zambia),NWZ,,,
NXA,Air Next,NXA,,,
NXF,Nextflight Aviation,NXF,,,
NXS,Nexus Aviation,NXS,,,
NXT,National Express,NXT,,,
NYA,Nanyah Aviation,NYA,,,
NYB,Belgian Navy,NYB,,,
NYH,New York Helicopter,NYH,,,
NYL,Mid Airlines,NYL,,,
NYS,Nyasa Express,NYS,,,
NYT,Yeti Airlines,NYT,,,
NYX,NyxAir,NYX,,,
NZA,Nayzak Air Transport,NZA,,,
NZM,Mount Cook Airlines,NZM,NM,,
O2,Oceanic Airlines,,O2,,
OAA,Oxley Aviation,OAA,,,
OAC,Oriental Airlines,OAC,,,
OAD,Orscom Tourist Installations Company,OAD,,,
OAE,Omni Air International,OAE,OY,,.*
OAL,Olympic Air,OAL,OA,,
OAN,NATO,OAN,,,
OAO,Arkhangelsk 2 Aviation Division,OAO,,,
OAP,COAPA AIR,OAP,,,
OAV,Omni - Aviacao e Tecnologia,OAV,,,
OAW,Helvetic Airways,OAW,2L,,
OAX,Operational Aviation Services,OAX,,,
OBA,Aerobanana,OBA,,,
OBK,Amako Airlines,OBK,,,
OBS,Orbest,OBS,6O,,
OCA,Aserca Airlines,OCA,R7,,
OCE,Heliocean,OCE,,,
OCN,Eurowings Discover,OCN,4Y,,
OCO,Ostend Air College,OCO,,,
OCS,Ocean Sky (UK),OCS,,,
ODI,"Jonsson, H Air Taxi",ODI,,,
ODM,Pan African Airways,ODM,,,
ODS,Odessa Airlines,ODS,,,
ODY,Odyssey International,ODY,,,
OEC,Christophorus Flugrettungsverein,OEC,,,
OED,Orion Air Charter,OED,,,
OES,ART Aviation,OES,,,
OEW,Canarian Airways,OEW,OX,,
OFA,Helitaxi Ofavi,OFA,,,
OFF,Challenge International Airlines,OFF,,,
OGI,Aerogisa,OGI,,,
OGJ,Bakoji Airlines Services,OGJ,,,
OGN,Origin Pacific Airways,OGN,QO,,
OHY,Onur Air,OHY,8Q,,
OIC,Iwamoto Crane Co Ltd,OIC,,,
OIX,Orion-x,OIX,,,
OJY,Florida Air,OJY,,,
OKA,Okay Airways,OKA,BK,,
OKJ,Okada Airlines,OKJ,,,
OKL,Oklahoma Department of Public Safety,OKL,,,
OKP,Okapi Airways,OKP,,,
OKS,Slok Air Gambia,OKS,S0,,
OKT,Soko Aviation,OKT,,,
OLA,Overland Airways,OLA,OJ,,
OLC,Solar Cargo,OLC,,,
OLE,Operadora de Lineas Ejecutivas,OLE,,,
OLO,Soloflight,OLO,,,
OLR,Colaéreos,OLR,,,
OLT,OLT Express Germany,OLT,OL,,
OLV,Aerolíneas Olve,OLV,,,
OLX,Olimex Aerotaxi,OLX,,,
OLY,Olympus Airways,OLY,,,
OMA,Oman Air,OMA,WY,,
OMF,Omniflys,OMF,,,
OMG,Aeromega,OMG,,,
OML,Organizacoes Mambra,OML,,,
OMR,Minair,OMR,,,
OMS,SalamAir,OMS,OV,,
OMT,CM Airlines,OMT,CC,3\d\d\d,
ONE,Avianca Brasil,ONE,O6,,
ONG,Sonnig SA,ONG,,,
ONM,Presidencia de La Republica de Guinea Ecuatorial,ONM,,,
ONR,Air One Nine,ONR,,,
ONT,Air Ontario,ONT,,,
OOT,Out Of The Blue Air Safaris,OOT,,,
OPA,Opal Air,OPA,,,
OPC,Krystel Air Charter,OPC,,,
OPS,Jet-Ops,OPS,,,
OPT,Flight Options,OPT,,,
OPV,Operadora de Veulos Ejectutivos,OPV,,,
ORA,Long Island Airlines,ORA,,,
ORB,Orenburg Airlines,ORB,R2,,
ORD,Orange Air Services,ORD,,,
ORE,Orange Aviation,ORE,,,
ORF,Oman Royal Flight,ORF,,,
ORJ,Orange Air Sierra Leone,ORJ,,,
ORK,Orca Air,ORK,,,
ORL,On Air Limited,ORL,,,
ORM,Orel State Air Enterprise,ORM,,,
ORN,Orient Airways,ORN,,,
ORO,C N Air,ORO,,,
ORP,Aerocorp,ORP,,,
ORR,Operadora Turistica Aurora,ORR,,,
ORS,Action Air,ORS,,,
ORT,Ortac,ORT,,,.*
ORX,Orbit Express Airlines,ORX,,,
ORZ,Zorex,ORZ,,,
OSA,Open Sky Aviation,OSA,,,
OSH,Osh Avia,OSH,,,
OSL,Sosoliso Airlines,OSL,SO,,
OSN,Aerosan,OSN,,,
OSO,Aviapartner Limited Company,OSO,,,
OSS,Servicios Aéreos Noticiosos,OSS,,,
OST,Airline Alania,OST,,,
OSW,JetAfrica Swaziland,OSW,,,
OSY,Open Skies Consultative Commission,OSY,1L,,
OTA,Organizacion De Transportes Aéreos,OTA,,,
OTC,Air Travel,OTC,A6,,
OTF,Orange2Fly Airlines,OTF,,,.*
OTG,One Two Go Airlines,OTG,,,
OTL,South Airlines,OTL,,,
OTM,Onetime Airlines Zambia,OTM,,,
OTN,LASTP,OTN,,,
OTP,Operadora de Transportes Aéreos,OTP,,,
OTR,Orient Airlines,OTR,,,
OTT,OTT Airlines,OTT,MU,,
OUL,Air Atonabee,OUL,,,
OVA,Air Europa Express,OVA,X5,,
OVC,Aerovic,OVC,,,
OVE,Aeromover,OVE,,,
OVI,Aerovías Ejecutivas,OVI,,,
OVV,Orient Air,OVV,,,
OWE,Owenair,OWE,,,
OWL,Miami Valley Aviation,OWL,,,
OXE,Oxaero,OXE,,,
OXF,Oxford Aviation Academy,OXF,,.*,
OXO,Million Air,OXO,,,
OYA,Fly Oya,OYA,YI,,
OYE,Koda International,OYE,,,
OYO,Oyonnair,OYO,,,
OZJ,Ozjet Airlines,OZJ,O7,,
OZU,Hozu-Avia,OZU,,,
P0,Proflight Commuter Services,,P0,,
P8,Air Mekong,,P8,,
P9,Nas Air,,P9,,
PAA,Pan American World Airways,PAA,PA,,
PAB,Pacific Air Boats,PAB,,,
PAC,Polar Air Cargo,PAC,PO,,
PAD,Professional Express Courier Service,PAD,,,
PAE,Paisajes Españoles,PAE,,,
PAG,Perimeter Aviation,PAG,,,
PAH,Panorama Air Tour,PAH,,,
PAI,Paradise Airways,PAI,,,
PAJ,Aliparma,PAJ,,,
PAK,Pacific Alaska Airlines,PAK,,,
PAL,Philippine Airlines,PAL,PR,,
PAM,Phoenix Air,PAM,,,
PAO,Samoa Airways,PAO,OL,,
PAP,Langtry Flying Group,PAP,,,
PAQ,Pacific Air Express,PAQ,,,
PAR,Pacific Rim Airways,PAR,,,
PAS,Pelita Air Service,PAS,,,
PAT,Priority Air Transport,PAT,,,
PAV,ProAir Aviation,PAV,,,.*
PAW,Pointair Burkina,PAW,,,
PAX,Pan Air,PAX,,,
PAZ,Point Afrique Niger,PAZ,,,
PBA,PB Air,PBA,9Q,,
PBB,Polizeihubschrauberstaffel Brandenburg,PBB,,,.*
PBD,Pobeda,PBD,DP,,
PBN,Pacific Blue,PBN,DJ,,
PBR,Fast Air,PBR,,,
PBT,Air Parabet,PBT,,,
PBU,Air Burundi,PBU,8Y,,
PBW,Polizeihubschrauberstaffel Baden-Württemberg,PBW,,,
PBY,Pearl Air Services,PBY,,,
PCA,Penya De L'Aire,PCA,,,
PCC,Perforadora Central,PCC,,,
PCG,Aeropostal Cargo de Mexico,PCG,,,
PCH,Pilatus Flugzeugwerke,PCH,,,
PCJ,Pacific Jet,PCJ,,,
PCK,Air Pack Express,PCK,,,
PCL,Pinnacle Air Group,PCL,,,
PCM,Westair Industries,PCM,,,
PCN,Princeton Aviation Corporation,PCN,,,
PCO,Pacific Coastal Airline,PCO,8P,,
PCP,Aerolínea Principal Chile,PCP,,,
PCR,PAC Air,PCR,,,
PCS,Air Palace,PCS,,,
PCV,Pacific Aviation (Australia),PCV,,,
PCW,Trans-Pacific Orient Airways,PCW,,,
PCX,Pacific Aviation (United States),PCX,,,
PDA,Podilia-Avia,PDA,,,
PDC,Potomac Air,PDC,BK,,
PDD,Phillips Alaska,PDD,,,
PDF,Pelican Air Services,PDF,,,
PDG,PLM Dollar Group,PDG,,,
PDI,Paradise Island Airways,PDI,,,
PDQ,PDQ Air Charter,PDQ,,,
PDR,COMAV,PDR,,,
PDT,Piedmont Airlines,PDT,PT,,
PDV,Elicar,PDV,,,
PDY,Pen-Avia,PDY,,,.*
PEA,Pan Europeenne Air Service,PEA,,,
PEB,Benders Air,PEB,,,
PEC,Pacific East Asia Cargo Airlines,PEC,Q8,,
PEG,Pegasus Elite Aviation,PEG,,,.*
PEI,Panamedia,PEI,,,
PEL,Aeropelican Air Services,PEL,OT,,
PEM,Pem-Air,PEM,,,
PEN,Peninsula Airways,PEN,KS,,
PEO,Petro Air,PEO,,,
PER,Petroleum Air Services,PER,UF,,
PET,Aerotransporte Petrolero,PET,,,
PEV,People's,PEV,PE,,
PEX,Pelican Express,PEX,,,
PFA,Pacific Flight Services,PFA,,,
PFI,Aerolíneas Chihuahua,PFI,,,
PFN,Pan African Air Services,PFN,,,
PFR,Pacificair Airlines,PFR,,,
PFS,Prairie Flying Service,PFS,,,
PFT,Air Cargo Express International,PFT,,,
PFY,Pel-Air,PFY,QH,,
PFZ,Proflight Air Services,PFZ,,,
PGA,Portugalia,PGA,NI,,
PGC,European Aircraft Private Club,PGC,,,.*
PGF,Paragon Global Flight Support,PGF,,,
PGH,Pulkovo Aircraft Services,PGH,,,
PGI,Panagra Airways,PGI,,,
PGL,Premiair Aviation Services,PGL,,,
PGP,Perm Airlines,PGP,P9,,
PGS,Tauranga Aer Club,PGS,,,
PGT,Pegasus Airlines,PGT,PC,,
PGX,Paragon Air Express,PGX,,,
PH,Phoenix Airways,,PH,,
PHA,Phoenix Air Group,PHA,,,
PHB,Phoebus Apollo Aviation,PHB,,,
PHC,Petroleum Helicopters de Colombia,PHC,,,
PHD,Duncan Aviation,PHD,,,
PHE,Pawan Hans,PHE,,,
PHG,Phoenix Aviation,PHG,,,
PHH,Polizeihubschrauberstaffel Hessen,PHH,,,
PHI,Philips Aviation Services,PHI,,,
PHL,Phillips Michigan City Flying Service,PHL,,,
PHM,Petroleum Helicopters,PHM,,,
PHN,Phoenix Air Lines,PHN,,,
PHO,L&amp;L Flygbildteknik,PHO,,,
PHR,Al Farana Airline,PHR,,,
PHS,Polizeihubschrauberstaffel Sachsen,PHS,,,
PHT,Pan Havacilik Ve Ticaret,PHT,,,
PHU,Pannon Air Service,PHU,,,
PHV,Phenix Aviation,PHV,,,
PHW,Ave.com,PHW,,,
PHX,SkyCare Air Ambulance,PHX,,.*,
PHY,Phoenix Avia,PHY,,,
PIA,Pakistan International Airlines,PIA,PK,,
PIC,Jetstar Pacific Airlines,PIC,BL,,
PIE,Air South West,PIE,,,
PIF,Aeroservicios California Pacifico,PIF,,,
PIK,Polizeihubschrauberstaffel Sachsen-Anhalt,PIK,,,
PIL,Canada Jet Charters,PIL,,,
PIM,Pinframat,PIM,,,
PIN,Pacific International Airlines,PIN,,,
PIO,Pioneer Airlines,PIO,,,
PIR,Pamir Airways,PIR,NR,,
PIU,43 Air School,PIU,,,
PIV,Sokol,PIV,,,
PIX,Metropix UK,PIX,,,
PJA,Private Jet Management,PJA,,,
PJC,Pittsburgh Jet Center,PJC,,,.*
PJE,Private Jet Expeditions,PJE,,,
PJP,Princely Jets,PJP,,,
PJS,Jet Aviation,PJS,,,
PJZ,Premium Jet,PJZ,,,.*
PKA,AST Pakistan Airways,PKA,,,
PKP,Mountain Air Express,PKP,,,
